gene,S15.8147.A1-logfc,S15.10848.A-logfc
EPS8,2.800842796,3.505163431
EPYC,0,0.465429199
ERBB3,1.030185453,2.845458586
ERGIC2,4.548577841,4.295384145
ERP27,2.962113915,2.329201879
ERP29,5.077561878,5.6984738
ESPL1,3.322470353,2.584095067
ESYT1,5.821362484,5.781184238
ETNK1,4.906434539,3.920884064
ETV6,4.662787528,4.783824754
FAIM2,0.534270815,0.44397827
FAM101A,0.234240027,2.348778862
FAM109A,1.704462855,1.671493621
FAM186A,0.337582932,0.284847946
FAM19A2,0.587211501,0.183789356
FAM216A,3.311023935,2.127936371
FAM222A,0.515238862,0.30879461
FAM60A,4.693859396,4.161385308
FAM71C,0.434436703,0.490915863
FAM90A1,0.408249845,0.17665853
FAR2,3.571262864,3.404122361
FBRSL1,2.187324598,1.50801683
FBXL14,3.259456984,2.868370493
FBXO21,3.798371123,3.424657412
FBXW8,3.116959068,2.694965909
FGD4,2.292140968,3.328851111
FGD6,2.503050605,2.881126973
FGF23,0.117721472,0.168841534
FGF6,0,0.929628951
FGFR1OP2,4.295191243,3.908404595
FICD,2.719258532,2.061688484
FIGNL2,0.827870562,0.603649867
FKBP11,3.047361738,2.58036683
FKBP4,3.76751305,3.347812547
FMNL3,5.285645209,4.379771311
FOXJ2,3.150519352,3.279424682
FOXM1,3.889590407,3.653904426
FOXN4,0.08038121,0
FRS2,3.234771641,3.056650372
FZD10,0.555236178,0.614549519
GABARAPL1,3.456104425,4.467504871
GALNT4,2.335199351,2.698800156
GALNT6,2.657335213,3.788064438
GALNT8,0.331851135,0.473518541
GALNT9,0,0.293221676
GAPDH,9.672527907,9.373023808
GAS2L3,2.16719295,2.186117748
GCN1L1,4.994745525,4.44188062
GDF11,2.734790765,2.63595226
GDF3,0.143718892,0.385080635
GIT2,5.253101849,4.437441907
GLI1,1.077025263,1.285015079
GLIPR1,4.819941271,4.133348788
GLIPR1L1,0.597111089,1.464025241
GLIPR1L2,0.456572323,0.301584363
GLS2,2.507463858,2.247548775
GLT1D1,0.457058652,0.426103527
GLT8D2,1.596993491,2.360783928
GLTP,4.385477184,5.500578983
GNB3,1.448075551,1.011329236
GNPTAB,4.821422144,4.614843508
GNS,6.055847385,6.716217963
GOLGA3,4.699858095,4.594967267
GOLT1B,3.904518705,4.298713715
GPD1,1.044997352,1.108604781
GPN3,3.352268694,2.861742052
GPR133,2.118878483,2.874909116
GPR162,0.774122245,0.719556764
GPR182,0.614482918,0.30870619
GPR19,2.102978935,0.715420506
GPR84,1.868352259,1.909320657
GPRC5A,0.394921636,1.446481555
GPRC5D,0.232249005,0.616656154
GRASP,1.891733039,3.395381038
GRIN2B,0.052636632,0.278578021
GRIP1,1.976703799,0.814403336
GSG1,0.556060967,0.187089631
GTF2H3,4.27954426,3.841859327
GTSF1,0.705853079,4.732340855
GUCY2C,0.646858155,0.887847621
GXYLT1,2.869313171,2.667249812
GYS2,0.16344902,0
H1FNT,0.160621576,0.254198935
H3F3C,2.6656269,3.161918707
HAL,2.546785697,3.155126697
HCAR1,0.474013024,1.693885167
HCAR2,1.994435749,2.800298581
HCAR3,1.580972923,2.314951502
HCFC2,2.870941684,2.654416359
HDAC7,4.736115778,4.572173881
HEBP1,2.95730174,3.97800178
HECTD4,4.209815097,3.793808155
HELB,4.164319784,3.335860381
HIGD1C,1.312333208,0
HIP1R,2.55564358,3.416072145
HIST4H4,6.172510302,7.046860439
HMGA2,0.200793238,0.361155792
HNF1A,0.753655518,0.921947463
HNRNPA1,7.550733122,7.217004995
HOXC10,0.258778014,0.133011208
HOXC11,0.359997769,0.54584428
HOXC12,0,0.240128669
HOXC13,0.07526428,0.902095152
HOXC4,1.074547863,0.295543295
HOXC6,0.57195127,1.066052952
HOXC8,0.258553859,0.576631235
HOXC9,0.436274542,0.754566246
HPD,0.681922023,1.206647017
HRK,0.326256968,0
HSD17B6,0.420749001,0.017551315
HSP90B1,6.958702549,7.159884984
HSPB8,2.463767926,3.619075
HVCN1,2.975952759,3.68651929
IAPP,0,0.402526057
IFFO1,4.323005207,4.194636144
IFLTD1,0.143694791,0.242116292
IFNG,2.289044396,2.495815461
IFT81,1.492021152,1.906214281
IGF1,2.043838268,2.397848111
IGFBP6,2.729872416,4.042339924
IKBIP,2.579785022,2.612705219
IKZF4,1.429015706,1.678990201
IL22,0,1.624832934
IL23A,1.094481839,2.139051917
IL26,1.633695359,0.77955196
IL31,0,0.499304611
ING4,3.538222645,3.254452701
INHBC,0.192398598,0.12980391
INHBE,0.144447817,0.450954636
IPO8,4.317091748,3.997090886
IQCD,1.746947214,0.385194398
IQSEC3,0.370814021,0.185635691
IRAK3,2.962646583,4.678118089
IRAK4,4.151594941,3.873340584
ISCU,5.793790802,6.055244747
ITFG2,4.076735197,3.174637687
ITGA5,4.60765503,4.913152755
ITGA7,1.420374577,2.073355444
ITGB7,3.251767961,3.378686004
ITPR2,4.659798235,4.999188794
KANSL2,4.183752248,3.467547862
KCNA1,0.174615768,0.248400134
KCNA5,0.264583536,0.477082949
KCNA6,1.851147975,1.171766751
KCNC2,0.128611853,0
KCNH3,1.060246065,0.370527247
KCNJ8,1.666232333,2.275739544
KCNMB4,1.081477313,1.441800767
KCTD10,4.000384719,4.432296433
KDM2B,4.410808536,3.651885443
KDM5A,5.019933498,4.491969898
KERA,0.170237228,0.199216698
KIAA0528,4.500824048,4.238760827
KIAA1033,4.80491487,4.762359803
KIAA1467,1.71229704,0.894699028
KIAA1551,7.029005074,5.77975551
KIF21A,2.656206567,2.286096079
KIF5A,0.710242358,0.30457637
KITLG,2.311603718,2.712762563
KLHDC5,3.550963229,3.563374105
KLRB1,2.967696524,1.618640205
KLRC1,1.267950382,2.10735628
KLRC2,1.258208622,2.87360872
KLRC3,0.658931117,2.685941964
KLRC4,1.839901505,2.609333065
KLRC4-KLRK1,3.018214624,3.874631842
KLRD1,0.931247982,1.171941213
KLRF1,1.381531043,1.327606754
KLRF2,0.665140582,0.812145662
KLRG1,2.356592717,1.835633433
KLRK1,3.143079718,4.12069308
KNTC1,4.668302463,4.365946615
KRAS,4.414304024,3.987682795
KRR1,4.654889454,4.480682148
KRT1,6.753273106,7.137592984
KRT18,0.386668478,1.828772831
KRT2,2.432864689,4.792782878
KRT3,0.142971716,4.15679361
KRT4,0.101824218,2.234190919
KRT5,5.506035668,9.7185229
KRT6A,3.767129908,10.56722987
KRT6B,2.575862932,10.33089942
KRT6C,2.561692972,9.887768232
KRT7,1.718405347,2.156231401
KRT71,0.330866715,0.229328058
KRT72,0.134054712,1.041712251
KRT73,0.127405169,0.712734523
KRT74,0.065391676,0.405583616
KRT75,0.425994608,4.140766455
KRT76,0.132497737,1.576587467
KRT77,1.474606301,1.788840156
KRT78,0.743452814,3.573361664
KRT79,0.971691874,2.571001955
KRT8,0.233955838,1.987381498
KRT80,1.586347278,4.154358182
KRT81,0.309788849,1.289602998
KRT82,0.047952425,0.354864111
KRT83,0.053989627,0
KRT84,0.204226143,0
KRT85,0.085468829,0.168685976
KRT86,0.409769398,1.375287128
KSR2,0.173464328,1.582220847
LACRT,0.170140623,0
LAG3,1.473493626,1.959121826
LALBA,0.222502179,1.017773151
LARP4,4.16044462,3.816325263
LDHB,7.586207618,6.70989757
LEMD3,3.661653525,3.100788904
LEPREL2,1.638504901,2.181344793
LETMD1,4.892965533,4.389403037
LGR5,0.236041728,0.391918614
LHX5,0,0.344056311
LIMA1,4.159712357,5.293462285
LIN7A,1.203120974,1.365904459
LLPH,3.679425659,3.858874234
LMBR1L,3.879154445,3.465666183
LMO3,0.402655266,0.051444674
LOC256021,1.365729955,0.75843952
LOC283403,0.260848158,0.426374086
LOH12CR1,2.754648403,2.397321051
LPAR5,1.813152233,2.907942362
LPCAT3,4.393819873,4.199241964
LRCOL1,0.345051024,0
LRIG3,2.373375593,3.133872492
LRMP,4.755402603,4.032274335
LRP1,6.068326158,6.908725249
LRP6,2.635740563,2.854728546
LRRC10,0.069581582,0.194483709
LRRC23,1.573634922,1.560337906
LRRC43,0,0.043928493
LRRIQ1,0.087802876,0.137215626
LRRK2,3.039123581,3.205826438
LRTM2,0,0
LTA4H,5.841635154,6.088977684
LTBR,2.702873955,3.92362041
LUM,6.131482193,8.458982737
LYRM5,3.56003359,3.402730655
LYZ,9.295341337,11.42834803
M6PR,6.381882888,6.62386393
MAGOHB,2.853733075,3.268029314
MANSC1,0.930526695,1.773337905
MANSC4,1.175168707,0.423951444
MAP1LC3B2,3.759212896,3.384643742
MAP3K12,3.713702379,3.366173913
MAPKAPK5,4.290210457,4.075025621
9-Mar,2.857966146,2.941317659
MARS,5.333525237,5.19990971
MBD6,3.28409001,2.276947756
MCRS1,4.379045172,4.244600729
MDM1,2.743753724,2.187298874
MDM2,5.775601136,5.051183507
MED13L,5.199138665,4.757212529
MED21,3.738220675,3.819471463
METAP2,4.608303365,4.322316882
METTL1,3.475622586,3.621817387
METTL20,1.07713454,1.089975421
METTL21B,2.303905192,2.508342513
METTL25,2.754730726,1.973806184
METTL7A,3.48730976,3.376466769
METTL7B,0.328436687,0.51850792
MFAP5,4.072955173,4.913113077
MFSD5,3.194708627,3.488475932
MGAT4C,0.136512457,0.254880972
MGP,3.991952084,5.240336021
MGST1,1.55955156,1.325583119
MIP,0.19818694,0.281424642
MLEC,5.317594029,4.954910179
MLL2,4.518229996,3.702715383
MLXIP,3.884830217,3.441940189
MMP17,0.801596472,1.268040302
MMP19,3.430007502,4.763393164
MON2,4.401379616,4.026734026
MORN3,1.432515909,0.142331456
MPHOSPH9,4.406080011,3.366627446
MRPL42,3.934795941,3.402510116
MRPL51,5.763913864,5.96006109
MRPS35,4.438552291,4.465546294
MSI1,0.03754495,0
MSRB3,1.728638228,2.525611362
MTERFD3,3.196818739,1.949917298
MUCL1,2.683161215,3.285281021
MVK,1.952806937,2.024508037
MYBPC1,0.415676525,0.49956853
MYF5,0,0.142256153
MYF6,0.132034148,0
MYL2,0,0
MYL6,8.816263364,9.569252836
MYL6B,4.97536073,5.137649872
MYO1A,0.657459588,0.645582485
MYO1H,0.724913406,0.703633977
NAA25,4.235684311,3.42692924
NAB2,3.773652578,3.545928065
NABP2,3.813022216,3.827620836
NACA,6.819107059,6.647458914
NANOG,0.482456022,0
NANOGNB,0.099203941,0
NAP1L1,6.396607304,5.775520436
NAV3,1.175675216,1.072742787
NCAPD2,5.35343564,4.655274811
NCKAP1L,6.611794155,6.30746066
NCKAP5L,2.537997964,2.475915005
NCOR2,4.310577714,4.60726204
NDUFA12,5.4224047,5.525040527
NDUFA4L2,1.569499026,2.699828858
NDUFA9,4.940257324,5.075769017
NECAP1,3.879220828,3.691972384
NEDD1,3.485254344,3.446206343
NELL2,5.70903351,3.324135945
NEUROD4,0.023445263,0.250387804
NFE2,0.332146684,0.68263203
NFYB,3.210286509,2.816812353
NINJ2,2.391633512,2.979200018
NOC4L,2.596784856,2.874085441
NOP2,3.953529846,3.513740649
NOS1,0.343212584,0.250972638
NPFF,1.576309248,1.645378131
NR1H4,0.069839139,0.084957391
NR2C1,2.971206104,2.308257329
NR4A1,2.110669283,3.120850248
NRIP2,2.869337131,2.475673817
NT5DC3,2.179507446,2.178258974
NTF3,0.350936018,0.487642552
NTN4,1.243864203,2.475960075
NTS,0.259321048,1.303582369
NUAK1,1.056184105,2.00059981
NUDT4,4.664831216,4.907505427
NUP107,4.436049024,4.350940521
NUP37,4.277574073,3.977596188
NXPH4,0.191837564,1.295002132
OAS1,4.223819818,3.66084257
OAS2,4.453758318,3.762507008
OAS3,4.518812715,4.247144322
OASL,3.599690245,3.646568888
OGFOD2,2.556838941,2.48020068
OLR1,2.550446833,1.985655347
OR10A7,0.534161705,0.838322299
OR10AD1,2.179597464,1.352470519
OR10P1,0,0
OR2AP1,0.08697594,0
OR6C1,0.148236015,0
OR6C2,0.184749634,0
OR6C3,0,0
OR6C4,0,0
OR6C6,0.346538716,0.137637716
OR6C65,0,0
OR6C68,0,0.676738307
OR6C70,0,0.484410864
OR6C74,0,0
OR6C75,0.184749634,0
OR6C76,0.268948809,0
OR8S1,0.158776042,0.399653586
OR9K2,0.327174641,0
ORAI1,3.405438051,3.509874786
ORMDL2,4.067553606,4.424663185
OS9,5.40687508,6.202046963
OSBPL8,5.005940955,4.804844997
OTOGL,0.288712711,0.38726118
OVCH1,0.245034676,0.429539587
P2RX2,0.692604377,0.857765234
P2RX4,3.915062049,4.212782963
PA2G4,4.635584715,4.360785851
PAH,0.796005018,0.489431842
PAN2,3.870780907,2.80635752
PARP11,3.228190133,2.857403836
PARPBP,2.983721131,2.390132541
PAWR,2.123776205,3.019446793
PCBP2,6.938801413,6.706876096
PCED1B,2.864809052,2.885958688
PDE1B,3.906466202,3.19829951
PDE3A,0.680470912,1.929849157
PDE6H,0.334265939,0.021244641
PDZRN4,0.228098214,0.422393908
PEBP1,6.451444318,6.220480466
PEX5,3.075861096,2.776088665
PFDN5,7.71471266,8.0369575
PFKM,3.200815384,2.971139355
PGAM5,4.095031419,3.651338701
PHB2,5.584762114,5.645974896
PHC1,4.716252488,4.419016243
PHLDA1,3.116087547,3.385222612
PIANP,0.392598279,0.747055578
PIK3C2G,0.513126654,0.836715354
PIP4K2C,3.264087376,3.238938591
PITPNM2,1.388113694,1.551504063
PIWIL1,0.098784011,0.35712772
PKP2,0.459491364,0.648471063
PLA2G1B,0.154258262,0
PLBD1,4.215674935,4.917682229
PLBD2,4.111343109,4.742261252
PLCZ1,0.148600467,0
PLEKHA5,1.68359983,2.633589664
PLEKHG6,0.94512906,1.658386707
PLEKHG7,0.777112548,0.74171523
PLXNC1,4.503236678,4.700070156
PMCH,2.979489035,2.766583057
PMEL,3.287031172,3.91009446
POC1B-GALNT4,2.330247349,2.744034017
POLE,4.218217639,3.599664347
POLR3B,2.779777162,2.253615606
POP5,4.879211986,4.420123473
POU6F1,1.534307555,1.590051574
PPFIA2,0.668523204,0.975613206
PPFIBP1,2.710628689,3.447792945
PPHLN1,3.615221336,3.63330133
PPM1H,1.900624096,2.195707323
PPP1CC,6.806227328,6.421330309
PPP1R12A,5.228821421,4.894052313
PPP1R1A,1.328756504,2.177594584
PPTC7,4.282597764,3.98225827
PRB1,0.83054281,0.783204764
PRB2,0.833350719,0.406491658
PRB3,0.882384488,1.24935583
PRB4,1.23695971,1.085242918
PRDM4,3.749971507,3.980884068
PRH1,2.11303132,1.780164596
PRH2,2.305122137,1.865857613
PRICKLE1,1.150005638,1.585556218
PRIM1,3.851015812,3.180175948
PRKAB1,3.669028804,2.7958462
PRKAG1,4.451425305,4.30764114
PRMT8,0.126995555,0.130621096
PRPH,0.315005898,0.376710761
PRR13,5.484257494,5.104171912
PRR4,1.680322365,0.270167555
PSMD9,3.640297557,3.725465929
PTGES3,6.368376116,5.602061743
PTHLH,1.861795746,1.254021567
PTMS,2.72574351,3.99628882
PTPN11,5.005264998,5.428693297
PTPN6,5.046613986,5.611684165
PTPRB,1.661612602,2.10380605
PTPRO,1.923884995,1.564905987
PTPRQ,0.091850107,0.539713028
PTPRR,0.372010787,0.293719279
PUS1,3.38784687,2.752231117
PUS7L,3.949596365,3.309281547
PWP1,5.032162006,5.167009455
PXMP2,2.838484221,2.505553727
PXN,3.966054691,3.81900515
PYROXD1,3.996687109,4.252903028
PZP,2.554866111,2.832671875
R3HDM2,4.11365955,3.352977758
RAB21,4.65064406,4.582328516
RAB35,4.259997749,4.353906502
RAB3IP,1.906110099,1.917405342
RAB5B,4.458505569,4.315939516
RACGAP1,4.581185723,4.457585006
RAD51AP1,3.033809763,2.845421887
RAD52,3.377188924,2.313493962
RAD9B,1.212730599,1.42834678
RAN,7.712766311,7.55776617
RAP1B,6.823259484,6.416797946
RAPGEF3,1.226198142,1.522298504
RARG,2.908303083,3.225247695
RASAL1,1.228503477,1.196321539
RASSF8,1.86747527,2.162851511
RASSF9,0.68447251,1.032168139
RBM19,3.968850214,3.718022216
RBMS2,2.446688124,2.916961479
RBP5,4.125335588,4.475920461
RDH16,0.786464019,1.494169309
RDH5,2.215706589,1.162124047
RECQL,4.80116763,5.38790088
REP15,0.481826316,0.983504864
RERG,0.802465392,1.074581373
RERGL,0.437362761,1.403300218
RFC5,3.475767528,3.156133839
RFX4,0.540608437,0.401563636
RHEBL1,1.498068987,1.758424694
RHNO1,3.757399358,3.089528794
RHOF,4.616458391,4.137823225
RIC8B,2.874954143,2.41713091
RILPL1,2.078266704,2.527888193
RILPL2,4.163976018,4.81440431
RIMBP2,0.112247253,0.308429744
RIMKLB,2.599579242,2.214952134
RND1,1.023479969,0.824170186
RNF10,4.941997857,5.221693021
RNF34,5.296385118,4.706490797
RNF41,3.274116044,3.081095928
RNFT2,2.221027933,1.399760672
RPAP3,3.532031588,2.950074919
RPH3A,0.219734417,0.22728418
RPL41,10.22566344,10.43196441
RPL6,7.923787181,7.835986174
RPLP0,8.818332826,8.783403143
RPS26,5.260044131,6.735505995
RSRC2,5.029258285,4.725820415
SART3,4.480491724,3.950991776
SBNO1,4.314167092,3.978687131
SCAF11,5.053883384,4.849110324
SCARB1,4.537814836,3.862304469
SCN8A,1.367203376,0.86453752
SCNN1A,0.744047621,2.354425576
SCYL2,4.478796847,4.117610319
SDR9C7,1.102189779,2.621699151
SDS,1.16118439,0.759940103
SDSL,0.645528058,1.06316902
SELPLG,4.679529142,4.564948086
SENP1,3.89013782,3.138397662
SETD1B,3.437236008,2.70961221
SETD8,3.697888956,3.194195961
SFSWAP,3.917634978,3.244276364
SH2B3,4.675991719,4.684168083
SIRT4,1.14625179,0.199575556
SLC11A2,3.855401254,3.79598885
SLC15A4,4.098724621,3.98663008
SLC15A5,0.070510893,0.24863986
SLC16A7,3.1585636,1.929771398
SLC17A8,0.12294827,0.198871712
SLC24A6,3.564085122,4.027731906
SLC25A3,7.097596375,7.149282406
SLC26A10,0.795536862,1.222908298
SLC2A13,1.350804153,2.061067234
SLC2A14,2.376580787,2.558829269
SLC2A3,5.290227179,4.947919204
SLC35E3,2.856360401,2.512066753
SLC38A1,5.406808527,5.005077059
SLC38A2,5.504858437,5.949197946
SLC38A4,0.654806437,0.590255911
SLC39A5,0.39443785,0.9345761
SLC41A2,4.067433641,4.44839307
SLC48A1,2.823785994,2.812931518
SLC4A8,1.435998532,1.559608471
SLC5A8,0.132132161,0.426798968
SLC6A12,1.056574465,1.160022463
SLC6A13,0.075155702,0.164624758
SLC6A15,0.156152249,0.568343476
SLCO1A2,0.051292714,0.162067969
SLCO1B1,0,0
SLCO1B3,0.102302784,0.143061217
SLCO1B7,0.092659324,0.001383013
SLCO1C1,0.161175301,0.125589927
SMAGP,2.25555482,2.471958873
SMARCC2,4.781655674,4.134353593
SMARCD1,4.21831897,3.996156868
SMUG1,2.912338624,2.665738233
SNRNP35,3.293299629,3.196909091
SNRPF,4.52186958,4.789807668
SOAT2,0.233875387,0.43335814
SOCS2,1.816185358,2.157861086
SOX5,2.124251306,0.778981676
SP1,4.962041482,4.80341921
SP7,0.517154599,0.691242197
SPATS2,2.992302528,2.350792076
SPIC,0.679737376,1.344125961
SPPL3,3.705164514,3.745099165
SPRYD3,3.313574321,3.438187693
SPRYD4,2.838725869,2.854262901
SPSB2,2.145579384,2.769342903
SRGAP1,2.615014678,2.325290504
SRRM4,0.014190347,0.33796924
SRSF9,6.036670992,5.627580251
SSH1,3.47007943,3.726514306
SSPN,2.338153408,1.823309852
ST8SIA1,2.298881785,2.149944765
STAB2,0.489486038,1.544810091
STAC3,1.937479434,1.753024884
STAT2,5.552059372,5.497197001
STAT6,5.831548922,5.371706119
STK38L,3.103179559,3.658936193
STRAP,5.409099005,5.585918595
STX2,3.550478362,3.131809039
STYK1,0.331159843,1.058969032
SUDS3,3.877979724,3.583192037
SUOX,2.967632968,2.301228231
SVOP,0.00934014,0.293258405
SYCP3,2.127026059,2.375744845
SYT1,2.384322031,0.629756622
SYT10,0.209134612,0.155620069
TAC3,0.534981546,0.971011377
TAOK3,4.450905988,4.383393191
TAPBPL,4.807511724,4.15526584
TARBP2,3.096700909,2.790929829
TAS2R10,1.210465493,0
TAS2R13,2.353074883,1.983350424
TAS2R14,2.598226503,3.142676896
TAS2R19,3.678381488,3.10300497
TAS2R20,2.437251933,1.466103929
TAS2R30,3.260082578,2.813576484
TAS2R31,3.68639557,2.515587986
TAS2R42,0.790639807,1.131861998
TAS2R43,2.126978674,0
TAS2R46,2.154207875,1.972988919
TAS2R50,2.039648208,2.331850029
TAS2R7,0.159715749,0.424286263
TAS2R8,0.109066886,0
TAS2R9,0.162663516,0.58869899
TBC1D15,3.188617148,3.453159872
TBC1D30,0.562094039,1.17110888
TBK1,4.197474728,4.006089767
TBX3,1.190210638,1.647247761
TBX5,0.16083204,0.538347751
TCHP,3.242904258,2.665430318
TCP11L2,4.051570207,4.048638647
TCTN1,2.077084408,2.64186217
TCTN2,2.03341197,2.041243604
TDG,4.25765885,3.995147033
TEAD4,0.800427204,2.070782085
TENC1,2.632820242,2.989737693
TESC,2.413177324,3.000789995
TESPA1,4.014926782,3.736838273
TFCP2,4.311888287,3.514305883
THAP2,1.176882524,0.695612877
TIMELESS,3.566849909,3.395421089
TM7SF3,3.769114653,3.646487401
TMBIM4,4.840477775,4.921311707
TMBIM6,7.284776882,7.213537288
TMCC3,2.29071454,1.996890494
TMED2,6.140497123,6.450921186
TMEM106C,4.85054601,4.777454434
TMEM116,2.981556011,2.621780704
TMEM117,1.628868557,2.732168124
TMEM119,4.040803505,5.546371525
TMEM120B,3.604255202,2.832404273
TMEM132B,0.117207329,0.26032127
TMEM132C,0.214240821,0.715925601
TMEM132D,0.11424524,0.256374238
TMEM19,3.370264677,3.309141803
TMEM194A,4.452920108,3.757449306
TMEM233,0.491410114,0
TMEM5,3.000287847,2.962802925
TMEM52B,0.377510843,0.620269509
TMPO,5.924926567,5.219841813
TMPRSS12,0.112494149,0.137581528
TMTC1,1.548539605,1.836221742
TMTC2,1.958059504,2.2544011
TMTC3,2.461340109,2.980636032
TNFRSF1A,4.520800111,5.418573004
TPCN1,3.98536033,3.866299552
TPH2,0.100117787,0.245619396
TPI1,7.11248864,6.625125967
TRAFD1,4.958105145,4.987987692
TRHDE,0.125437466,0.319972295
TRIAP1,4.593262783,3.518558048
TROAP,2.89723808,2.367098338
TRPV4,0.741815777,1.447478061
TSFM,3.109732268,2.857091174
TSPAN11,2.545985831,2.698306063
TSPAN19,0,0.035993451
TSPAN31,4.152372604,3.819874986
TSPAN8,0.265505743,0.725707086
TSPAN9,1.796254984,2.646737462
TUBA1A,6.531489768,6.554178489
TUBA1B,8.956157921,8.84102309
TUBA1C,6.946656665,7.433695214
TULP3,2.696923658,2.405443075
TWF1,4.177478924,4.94165741
TXNRD1,4.781412868,4.898349954
UBC,9.279034981,10.04234518
UBE2N,4.992772527,5.179452027
UBE3B,3.468422783,3.267370225
UHRF1BP1L,3.884552023,4.053907217
ULK1,2.687061754,2.677577198
UNC119B,3.790990301,3.281176684
UNG,3.352025837,3.494304055
USP15,4.076385247,3.821163329
USP30,2.03215297,1.953069804
USP44,0.386991763,1.075451329
USP5,4.814063342,4.907901607
UTP20,3.606677566,3.060155097
VAMP1,4.778957595,3.558016472
VDR,3.269691836,3.635615819
VEZT,4.180159162,4.241939831
VPS29,5.686629094,5.507669211
VPS33A,4.412957946,4.064021981
VPS37B,2.193351839,2.996028303
VSIG10,1.769217294,2.64563765
VWF,4.576461086,4.89434098
WBP11,4.714835182,4.768418944
WDR66,0.664445928,0.578847856
WIBG,3.394917716,3.908422707
WIF1,0.055185903,0.431091394
WNK1,5.987325752,5.364060823
WNT1,0.213841664,0.21900524
WNT10B,0.390868567,0.39614248
WNT5B,1.114947371,1.685904903
WSB2,5.1200517,5.685275577
WSCD2,0.092372287,0.489364123
XPOT,4.792186672,4.084379912
XRCC6BP1,3.007035127,2.595716169
YAF2,3.038389943,2.203028185
YARS2,3.495817847,2.998477025
YEATS4,3.844946191,3.792321402
ZBTB39,2.450694133,2.165896227
ZC3H10,3.033592541,2.637081553
ZCCHC8,3.457952127,3.324620418
ZCRB1,3.540377348,3.915178024
ZDHHC17,4.484359774,3.778649986
ZFC3H1,4.654570571,3.909664454
ZNF10,2.586749503,1.900322697
ZNF140,3.532665207,3.056608912
ZNF26,3.532999377,3.38949959
ZNF268,2.862965474,2.77119198
ZNF384,3.867000363,3.179989225
ZNF385A,3.550560142,3.955575343
ZNF605,2.35097738,1.366754429
ZNF641,3.534482676,3.236409643
ZNF664,4.170715269,4.376328566
ZNF664-FAM101A,0.63694871,2.308133384
ZNF705A,0.095843901,0.262481179
ZNF740,4.226957734,3.648389343
ZNF84,3.305550223,2.740891895
AADAT,0.479905103,0.778142726
AASDH,3.036230116,2.104606571
ABCE1,4.87400284,3.786607344
ABCG2,0.832217848,0.594890178
ABLIM2,0.634064184,1.955512625
ACOX3,3.18145925,2.892633574
ACSL1,5.195465514,5.621258584
ADAD1,0.20545776,0.055608482
ADAM29,0.111278852,0.494954818
ADAMTS3,0.687523292,1.186496704
ADD1,5.479816209,5.675879925
ADH1A,0.319792386,1.043118359
ADH1B,2.430928497,1.83742408
ADH1C,0.849759977,1.282182579
ADH4,0.133850299,0.102706923
ADH5,4.558338313,4.439713464
ADH6,0.186914807,0.165994366
ADH7,0.061542652,0.098918517
ADRA2C,0.177739601,0.467721369
AFAP1,3.423188408,3.555997262
AFF1,4.51262549,4.767513932
AFM,0.047971113,0
AFP,0.087784535,0.013027453
AGA,3.71300057,3.935235618
AGPAT9,1.793874486,1.898021312
AGXT2L1,0.160998084,0.288701336
AIMP1,3.915621024,3.809388875
ALB,0.202093535,0.348627354
ALPK1,4.24635406,3.542247826
AMBN,0.237048881,0.252984376
AMTN,0,0
ANAPC10,3.005676965,2.313815243
ANAPC4,4.29401234,4.0669896
ANK2,3.043112978,4.081281349
ANKRD17,4.988940927,4.662472744
ANKRD37,3.408014047,2.737956742
ANKRD50,2.467851379,2.951020095
ANP32C,1.667445097,1.671544042
ANTXR2,3.774563909,4.309396253
ANXA10,0.274003518,0
ANXA3,0.494563672,2.02193173
ANXA5,7.09651038,7.747131181
AP1AR,4.14613983,3.939130186
APBB2,2.593753955,3.00412201
ARAP2,5.313429756,4.860696041
AREG,0.08586903,4.603123833
ARFIP1,3.73035639,3.478091228
ARHGAP10,3.175623912,4.135742331
ARHGAP24,1.984581365,2.929440969
ARHGEF38,0.335602176,0.825806865
ARL9,0.55952989,1.186148529
ARSJ,1.205486754,1.652077181
ART3,0.305132918,0.080782796
ASB5,0.123277814,0.318558699
ASIC5,0.085777598,0
ATOH1,0,0.037210113
ATP10D,2.662023199,2.980369586
ATP5I,6.999565925,7.820402962
ATP8A1,4.861750427,3.548857057
BANK1,2.196309862,1.831816452
BBS12,3.242895883,2.467941401
BBS7,2.852517278,2.108248281
BDH2,2.126608864,3.09220087
BEND4,1.543078536,0.551764355
BLOC1S4,2.811502383,3.027639056
BMP2K,4.976324863,5.281674648
BMP3,0.0474918,0.17728765
BMPR1B,0.245235619,0.25666621
BOD1L1,4.609102881,4.306731467
BST1,1.383158345,2.182380288
BTC,0.213846085,0.510689307
C1QTNF7,0.511600013,0.778116853
C4orf17,0.133571139,0
C4orf19,0.801177779,0.879079334
C4orf21,3.43457759,2.629398982
C4orf22,0.191681725,0.893194691
C4orf26,0.010615648,0
C4orf27,3.648906806,3.008077598
C4orf29,3.767679144,2.565373853
C4orf3,5.132012331,4.673612185
C4orf32,3.911289463,2.659751448
C4orf33,2.853698235,2.669258579
C4orf34,3.822550752,4.019360068
C4orf36,0.550365175,0.842501481
C4orf40,0.038075883,0.55486718
C4orf45,0.646506858,1.228993499
C4orf46,3.05503825,2.799845804
C4orf47,0.343633374,0.021681689
C4orf48,3.216123282,3.370446735
C4orf51,0.019270967,0.049505947
